SUB;Réel;Distance cos;Moyenne
restriction;restriction;0.4977980670252251;0.5133333126643399
defend;defend;0.6890161299619729;0.5133333126643399
divided;divided;0.5357495175039361;0.5133333126643399
friends;friends;0.6534350823557946;0.5133333126643399
benefits;benefits;0.5844844777924648;0.5133333126643399
renewing;renewing;0.41104449535349097;0.5133333126643399
freedom;freedom;0.6999925157350513;0.5133333126643399
ability;ability;0.6600966828395205;0.5133333126643399
collective;collective;0.479886775330713;0.5133333126643399
peculiarly;peculiarly;0.3483565838031553;0.5133333126643399
colorable;colorable;0.15214574689828644;0.5133333126643399
Its;Its;0.2997580999484323;0.5133333126643399
single;single;0.4968114269695749;0.5133333126643399
denying;denying;0.483886897933003;0.5133333126643399
rightfully;rightfully;0.4758158337566658;0.5133333126643399
hour;hour;0.5260592925919972;0.5133333126643399
mortal;mortal;0.3929295123885528;0.5133333126643399
scene;scene;0.47631106215808094;0.5133333126643399
afford;afford;0.623534948752301;0.5133333126643399
whether;whether;0.7737180195697628;0.5133333126643399
idea;idea;0.6938997932144828;0.5133333126643399
often;often;0.7602840803100449;0.5133333126643399
million;million;0.4628558758953296;0.5133333126643399
endeavor;endeavor;0.5969898912534409;0.5133333126643399
Those;Those;0.49883400760855046;0.5133333126643399
commensurate;commensurate;0.2477468226655695;0.5133333126643399
adapted;adapted;0.3433774356416999;0.5133333126643399
economic;economic;0.6840498553683811;0.5133333126643399
years;years;0.7238714954787477;0.5133333126643399
Constitution;Constitution;0.5401980789018016;0.5133333126643399
price;price;0.48197565689541827;0.5133333126643399
examples;examples;0.5117658486083411;0.5133333126643399
political;political;0.6991544375881791;0.5133333126643399
out;out;0.7554726571652068;0.5133333126643399
fly;fly;0.34595062919640673;0.5133333126643399
reservation;reservation;0.26385797210821976;0.5133333126643399
shall;shall;0.5594548789107204;0.5133333126643399
estimate;estimate;0.4539746228714555;0.5133333126643399
vestige;vestige;0.13088863431909925;0.5133333126643399
American;American;0.43468985739966914;0.5133333126643399
This;This;0.47394216606245826;0.5133333126643399
knowledge;knowledge;0.721678929372766;0.5133333126643399
genius;genius;0.43121851280702095;0.5133333126643399
gathered;gathered;0.561454559569045;0.5133333126643399
system;system;0.5399015651381244;0.5133333126643399
homes;homes;0.5294052308298313;0.5133333126643399
equal;equal;0.6298663340451605;0.5133333126643399
unanimous;unanimous;0.394804981561627;0.5133333126643399
love;love;0.6420878691599282;0.5133333126643399
where;where;0.7433724017876236;0.5133333126643399
treasure;treasure;0.3981054126906168;0.5133333126643399
mind;mind;0.7937353438872752;0.5133333126643399
Great;Great;0.3548112957516498;0.5133333126643399
Convention;Convention;0.270639137190566;0.5133333126643399
decent;decent;0.5754812832039542;0.5133333126643399
In;In;0.3321231067875483;0.5133333126643399
republicans;republicans;0.29267299744625286;0.5133333126643399
philosophy;philosophy;0.5389605855823763;0.5133333126643399
executive;executive;0.5321477591781724;0.5133333126643399
duties;duties;0.5940800203152655;0.5133333126643399
prosperity;prosperity;0.5899549569125789;0.5133333126643399
binding;binding;0.3918968847263373;0.5133333126643399
until;until;0.6670849197023174;0.5133333126643399
And;And;0.3747628394278602;0.5133333126643399
Congressional;Congressional;0.43206185279008374;0.5133333126643399
state;state;0.6178833109259795;0.5133333126643399
withhold;withhold;0.5267876522513798;0.5133333126643399
origins;origins;0.49388133431285;0.5133333126643399
taken;taken;0.676442760201567;0.5133333126643399
dead;dead;0.49437258045687205;0.5133333126643399
believe;believe;0.7983258986313233;0.5133333126643399
grant;grant;0.489395290285086;0.5133333126643399
equivalent;equivalent;0.40422262530243613;0.5133333126643399
according;according;0.5255540997106083;0.5133333126643399
called;called;0.49008440632860045;0.5133333126643399
restraint;restraint;0.4484827569361696;0.5133333126643399
error;error;0.3270331750270742;0.5133333126643399
progress;progress;0.6618069520075675;0.5133333126643399
advantages;advantages;0.5537193427462281;0.5133333126643399
Only;Only;0.19817528445289992;0.5133333126643399
prejudice;prejudice;0.5495808058558826;0.5133333126643399
evils;evils;0.47527622447322004;0.5133333126643399
century;century;0.5478147797506112;0.5133333126643399
t;t;0.5590543362917186;0.5133333126643399
use;use;0.6367340258131007;0.5133333126643399
maintenance;maintenance;0.416620296488265;0.5133333126643399
situation;situation;0.7024857678199719;0.5133333126643399
civilization;civilization;0.49640696335487833;0.5133333126643399
wise;wise;0.6207488059864993;0.5133333126643399
indeed;indeed;0.77592889412786;0.5133333126643399
important;important;0.7723079831155044;0.5133333126643399
Every;Every;0.35258241989666744;0.5133333126643399
Science;Science;0.08035247636736223;0.5133333126643399
People;People;0.3369735701099791;0.5133333126643399
When;When;0.4851545001238889;0.5133333126643399
when;when;0.8001317538503515;0.5133333126643399
advanced;advanced;0.41846913240039785;0.5133333126643399
cultivate;cultivate;0.553574184802808;0.5133333126643399
complex;complex;0.5202374488982895;0.5133333126643399
monarchies;monarchies;0.2703547813349122;0.5133333126643399
