SUB;Réel;Distance cos;Moyenne
restriction;restriction;0.4328920310520168;0.5060528826166761
defend;defend;0.6458105482336375;0.5060528826166761
divided;divided;0.5495000978077557;0.5060528826166761
friends;friends;0.6407061709008107;0.5060528826166761
benefits;benefits;0.5866313064841454;0.5060528826166761
renewing;renewing;0.3514785247636903;0.5060528826166761
freedom;freedom;0.6931795871186854;0.5060528826166761
ability;ability;0.6572891884852792;0.5060528826166761
collective;collective;0.4921635885163602;0.5060528826166761
peculiarly;peculiarly;0.349497677008949;0.5060528826166761
colorable;colorable;0.06726195820169195;0.5060528826166761
Its;Its;0.31718980011909265;0.5060528826166761
single;single;0.5014286287598594;0.5060528826166761
denying;denying;0.43879675111546484;0.5060528826166761
rightfully;rightfully;0.46432336234383365;0.5060528826166761
hour;hour;0.46767598599100924;0.5060528826166761
mortal;mortal;0.4454941685343451;0.5060528826166761
scene;scene;0.48754545215245176;0.5060528826166761
afford;afford;0.6275313391974998;0.5060528826166761
whether;whether;0.7766550919839187;0.5060528826166761
idea;idea;0.7070354093692499;0.5060528826166761
often;often;0.7530906118212175;0.5060528826166761
million;million;0.43117582583873326;0.5060528826166761
endeavor;endeavor;0.5866286816625258;0.5060528826166761
Those;Those;0.4864365306381753;0.5060528826166761
commensurate;commensurate;0.3519192220949892;0.5060528826166761
adapted;adapted;0.34914772293391666;0.5060528826166761
economic;economic;0.6688384913600787;0.5060528826166761
years;years;0.6824908067552335;0.5060528826166761
Constitution;Constitution;0.502799958088336;0.5060528826166761
price;price;0.4449099735169085;0.5060528826166761
examples;examples;0.5228440112952474;0.5060528826166761
political;political;0.6869423478831284;0.5060528826166761
out;out;0.7373597586133647;0.5060528826166761
fly;fly;0.3799139689920982;0.5060528826166761
reservation;reservation;0.29831892681766586;0.5060528826166761
shall;shall;0.5638215604210618;0.5060528826166761
estimate;estimate;0.4080989018530214;0.5060528826166761
vestige;vestige;0.21332299085948672;0.5060528826166761
American;American;0.43450903324691503;0.5060528826166761
This;This;0.48747938841754984;0.5060528826166761
knowledge;knowledge;0.6993624000554408;0.5060528826166761
genius;genius;0.4472512489527203;0.5060528826166761
gathered;gathered;0.5444281175255413;0.5060528826166761
system;system;0.544510602782061;0.5060528826166761
homes;homes;0.5395179393104922;0.5060528826166761
equal;equal;0.6182820598461883;0.5060528826166761
unanimous;unanimous;0.3501863060631757;0.5060528826166761
love;love;0.6404148910773516;0.5060528826166761
where;where;0.7453493926978816;0.5060528826166761
treasure;treasure;0.4210823982201317;0.5060528826166761
mind;mind;0.7725984271012928;0.5060528826166761
Great;Great;0.341314104375825;0.5060528826166761
Convention;Convention;0.27017803026892867;0.5060528826166761
decent;decent;0.5645883810605414;0.5060528826166761
In;In;0.32915287654722897;0.5060528826166761
republicans;republicans;0.29573312475986063;0.5060528826166761
philosophy;philosophy;0.5222479904465706;0.5060528826166761
executive;executive;0.47888955002733097;0.5060528826166761
duties;duties;0.5665273014630061;0.5060528826166761
prosperity;prosperity;0.580459344875406;0.5060528826166761
binding;binding;0.3645931607025789;0.5060528826166761
until;until;0.6423575744208967;0.5060528826166761
And;And;0.3724840955777204;0.5060528826166761
Congressional;Congressional;0.4040213889146889;0.5060528826166761
state;state;0.6323809352766749;0.5060528826166761
withhold;withhold;0.45379700649424637;0.5060528826166761
origins;origins;0.47341175693594156;0.5060528826166761
taken;taken;0.6838875757905202;0.5060528826166761
dead;dead;0.5443484599720442;0.5060528826166761
believe;believe;0.7795084090375802;0.5060528826166761
grant;grant;0.5045832418016778;0.5060528826166761
equivalent;equivalent;0.4159118352126406;0.5060528826166761
according;according;0.5405489047994394;0.5060528826166761
called;called;0.49165056147622244;0.5060528826166761
restraint;restraint;0.4507106161320567;0.5060528826166761
error;error;0.3386420573772486;0.5060528826166761
progress;progress;0.6597451016192382;0.5060528826166761
advantages;advantages;0.5617168651988408;0.5060528826166761
Only;Only;0.19231893109353;0.5060528826166761
prejudice;prejudice;0.5280456095046188;0.5060528826166761
evils;evils;0.5041217623877717;0.5060528826166761
century;century;0.5283273156954043;0.5060528826166761
t;t;0.5244680994460506;0.5060528826166761
use;use;0.634252545883605;0.5060528826166761
maintenance;maintenance;0.4169680485968617;0.5060528826166761
situation;situation;0.6961354812195831;0.5060528826166761
civilization;civilization;0.511690641064863;0.5060528826166761
wise;wise;0.5877003480941916;0.5060528826166761
indeed;indeed;0.7627327885500591;0.5060528826166761
important;important;0.7569993028186932;0.5060528826166761
Every;Every;0.3495753419927105;0.5060528826166761
Science;Science;0.09352538565833302;0.5060528826166761
People;People;0.3362755730436591;0.5060528826166761
When;When;0.4824911636841408;0.5060528826166761
when;when;0.7924577235432909;0.5060528826166761
advanced;advanced;0.4070357718508909;0.5060528826166761
cultivate;cultivate;0.520382789594248;0.5060528826166761
complex;complex;0.49395819627204746;0.5060528826166761
monarchies;monarchies;0.20931602622641488;0.5060528826166761
